Property.URL,Building.Class,Building.Size,Corridor,Lot.Size,No of Rooms,No..Stories,Parking.Ratio,Price,Price.Per.Room,Property.Subtype,Property Type,Property URL ,Sale.Type,Year.Built,Year.Built.Renovated,Building.Size.SF,Price.Numeric,Price.per.SF,Latitude,Longitude
1105-Columbus-Pky-Opelika-AL30669462,C,"47,200 SF",Exterior,3.85 AC,108,2,"2.1/1,000 SF","$1,995,000 ","$18,472 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1105-Columbus-Pky-Opelika-AL/30669462/,Investment,1985,,47200,1995000,42.27,-85.3508079,32.6425009
1535-Montgomery-Hwy-Vestavia-Hills-AL30367266,C,"19,940 SF",Interior,1.67 AC,34,2,"4.56/1,000 SF","$3,000,000 ","$88,235 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1535-Montgomery-Hwy-Vestavia-Hills-AL/30367266/,Investment,NA,1965/2013,19940,3.00E+06,150.45,-86.8054941,33.4110246
165-N-Horton-Rd-Wilsonville-AL29235047,,,,,NA,NA,,,,,,https://www.loopnet.com/Listing/165-N-Horton-Rd-Wilsonville-AL/29235047/,,NA,,NA,NA,NA,-86.525695,33.183063
1200-W-Highland-Ave-Selma-AL30140569,C,"13,111 SF",Exterior,3.48 AC,36,1,"4.27/1,000 SF","$549,000 ","$15,250 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1200-W-Highland-Ave-Selma-AL/30140569/,Investment,1952,,13111,549000,41.87,-87.0394508,32.4313369
2060-Eastern-Blvd-Montgomery-AL31014662,,,,,NA,NA,,,,,,https://www.loopnet.com/Listing/2060-Eastern-Blvd-Montgomery-AL/31014662/,,NA,,NA,NA,NA,-86.2212889,32.3533859
5101-Messer-Airport-Hwy-Birmingham-AL28951201,C,"51,167 SF",Exterior,2.74 AC,146,5,"2.93/1,000 SF","$12,495,000 ","$85,582 ",Hotel,Hospitality,https://www.loopnet.com/Listing/5101-Messer-Airport-Hwy-Birmingham-AL/28951201/,Investment,NA,1981/2023,51167,12495000,244.2,-86.7603585,33.5420141
5170-Motel-Ct-Mobile-AL29359390,C,"43,200 SF",Interior,1.48 AC,77,3,,"$5,950,000 ","$77,273 ",Hotel,Hospitality,https://www.loopnet.com/Listing/5170-Motel-Ct-Mobile-AL/29359390/,Investment,2000,,43200,5950000,137.73,-88.166757,30.5839908
2420-N-Broad-St-Selma-AL30169725,B,"25,787 SF",Exterior,2.00 AC,60,2,"2.2/1,000 SF","$2,650,000 ","$44,167 ",Hotel,Hospitality,https://www.loopnet.com/Listing/2420-N-Broad-St-Selma-AL/30169725/,Investment,1992,,25787,2650000,102.76,-87.0235379,32.4338158
1100-W-South-Blvd-Montgomery-AL30817831,C,"122,840 SF",Interior,3.44 AC,150,4,"0.9/1,000 SF","$2,000,000 ","$13,333 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1100-W-South-Blvd-Montgomery-AL/30817831/,Investment,1971,,122840,2.00E+06,16.28,-86.3382138,32.3287009
1313-3rd-Ave-N-Birmingham-AL26226564,C,"62,004 SF",Exterior,1.45 AC,150,4,"1.61/1,000 SF","$8,000,000 ","$53,333 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1313-3rd-Ave-N-Birmingham-AL/26226564/,Investment,NA,1959/2007,62004,8.00E+06,129.02,-86.8158714,33.5116166
4900-Hatch-Blvd-Sheffield-AL30338052,B,"198,762 SF",Interior,8.30 AC,202,3,"1.71/1,000 SF","$5,250,000 ","$25,990 ",Hotel,Hospitality,https://www.loopnet.com/Listing/4900-Hatch-Blvd-Sheffield-AL/30338052/,Investment,NA,1982/2005,198762,5250000,26.41,-87.6699092,34.7728867
1915-W-Highland-Ave-Selma-AL31125728,C,"24,192 SF",Exterior,1.40 AC,50,2,"2.02/1,000 SF","$1,700,000 ","$34,000 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1915-W-Highland-Ave-Selma-AL/31125728/,Investment,1991,,24192,1700000,70.27,-87.0510675,32.4338862
5415-Highway-21-Atmore-AL4792665,B,"2,420 SF",Interior,2.00 AC,5,2,"6.61/1,000 SF","$790,000 ","$158,000 ",Bed and BreakfastHospitality Hotel,Hospitality,https://www.loopnet.com/Listing/5415-Highway-21-Atmore-AL/4792665/,Investment,1986,,2420,790000,326.45,-87.4810772,31.0988085
5601-Carmichael-Rd-Montgomery-AL29369967,C,"37,034 SF",Interior,2.40 AC,98,3,"1.44/1,000 SF","$3,800,000 ","$38,776 ",Hotel,Hospitality,https://www.loopnet.com/Listing/5601-Carmichael-Rd-Montgomery-AL/29369967/,Investment,1988,,37034,3800000,102.61,-86.2116825,32.3607085
3630-Springhill-Memorial-Dr-S-Mobile-AL29180358,B,"62,892 SF",Interior,1.98 AC,97,4,"5.34/1,000 SF","$11,450,000 ","$118,041 ",Hotel,Hospitality,https://www.loopnet.com/Listing/3630-Springhill-Memorial-Dr-S-Mobile-AL/29180358/,Investment,2011,,62892,11450000,182.06,-88.1295581,30.6810387
2510-E-Glenn-Ave-Auburn-AL28252030,,,,,NA,NA,,,,,,https://www.loopnet.com/Listing/2510-E-Glenn-Ave-Auburn-AL/28252030/,,NA,,NA,NA,NA,-85.4263947,32.6104441
5175-Carmichael-Rd-Montgomery-AL29474370,C,"24,000 SF",Exterior,2.35 AC,106,2,"4.92/1,000 SF","$2,950,000 ","$27,830 ",Hotel,Hospitality,https://www.loopnet.com/Listing/5175-Carmichael-Rd-Montgomery-AL/29474370/,Investment,1987,,24000,2950000,122.92,-86.217249,32.361297
89450-AL-9-Lineville-AL30807828,C,"3,139 SF",Exterior,0.41 AC,10,1,"7.36/1,000 SF","$475,000 ","$47,500 ",Hotel,Hospitality,https://www.loopnet.com/Listing/89450-AL-9-Lineville-AL/30807828/,Investment,NA,1962/2022,3139,475000,151.32,-85.7451332,33.3140623
492-Wildwood-Cir-N-Homewood-AL30818461,B,"92,525 SF",Interior,2.94 AC,108,5,"1.35/1,000 SF",,,Hotel,Hospitality,https://www.loopnet.com/Listing/492-Wildwood-Cir-N-Homewood-AL/30818461/,Investment,2008,,92525,NA,NA,-86.8318974,33.447391
497-Hillabee-St-Alexander-City-AL16636437,C,"5,500 SF",,1.40 AC,NA,2,"3.64/1,000 SF","$495,000 ",,Residential IncomeHospitality Hotel,Specialty,https://www.loopnet.com/Listing/497-Hillabee-St-Alexander-City-AL/16636437/,Investment,NA,1895/1993,5500,495000,90,-85.9480587,32.9475932
13440-N-Scottsdale-Rd-Scottsdale-AZ29146060,B,"44,833 SF",Exterior,3.34 AC,131,3,"4.01/1,000 SF","$17,650,000 ","$134,733 ",Hotel,Hospitality,https://www.loopnet.com/Listing/13440-N-Scottsdale-Rd-Scottsdale-AZ/29146060/,Investment,NA,1990/2003,44833,17650000,393.68,-111.9268731,33.6091438
4100-Snyder-Blvd-Sierra-Vista-AZ30287195,B,"30,169 SF",Interior,2.13 AC,58,3,,"$8,000,000 ","$137,931 ",Hotel,Hospitality,https://www.loopnet.com/Listing/4100-Snyder-Blvd-Sierra-Vista-AZ/30287195/,Investment,NA,2006/2017,30169,8.00E+06,265.17,-110.2564752,31.5396804
315-E-Andy-Devine-Ave-Kingman-AZ28224947,C,"13,988 SF",Interior,0.22 AC,15,3,"10/1,000 SF","$2,600,000 ","$173,333 ",Hotel,Hospitality,https://www.loopnet.com/Listing/315-E-Andy-Devine-Ave-Kingman-AZ/28224947/,Investment,1909,,13988,2600000,185.87,-114.0538645,35.1889176
1550-Castle-Dome-Ave-Yuma-AZ28473165,B,"95,672 SF",Interior,5.38 AC,135,4,,"$16,000,000 ","$118,519 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1550-Castle-Dome-Ave-Yuma-AZ/28473165/,Investment,1986,,95672,1.60E+07,167.24,-114.6068562,32.7002593
1105-N-Broad-St-Globe-AZ29929517,C,"9,726 SF",Exterior,0.52 AC,16,2,"1.95/1,000 SF","$400,000 ","$25,000 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1105-N-Broad-St-Globe-AZ/29929517/,Investment,NA,1964/2023,9726,4.00E+05,41.13,-110.792731,33.4069481
8933-S-Yell-Ln-Hereford-AZ29797226,C,"7,269 SF",Exterior,10.08 AC,13,1,"4.13/1,000 SF","$2,488,888 ","$191,453 ",Bed and Breakfast,Hospitality,https://www.loopnet.com/Listing/8933-S-Yell-Ln-Hereford-AZ/29797226/,Investment,1996,,7269,2488888,342.4,-110.1068029,31.4086099
1919-N-Oracle-Rd-Tucson-AZ27680507,B,"7,890 SF",Exterior,1.01 AC,25,1,"3.93/1,000 SF","$1,900,000 ","$76,000 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1919-N-Oracle-Rd-Tucson-AZ/27680507/,Investment,1941,,7890,1900000,240.81,-110.9786754,32.2454557
Sedona-Hospitality-Portfolio28326720,,,,,NA,NA,,"$21,250,000 ",,,,https://www.loopnet.com/Listing/Sedona-Hospitality-Portfolio/28326720/,Investment,NA,,NA,21250000,NA,-111.7609896,34.8697395
1550-N-52nd-Dr-Phoenix-AZ29099696,C,"23,507 SF",Exterior,1.96 AC,56,1,,"$6,150,000 ","$109,821 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1550-N-52nd-Dr-Phoenix-AZ/29099696/,Investment,1995,,23507,6150000,261.62,-112.1730146,33.4654087
1725-A-Ave-Douglas-AZ30889450,,,,,NA,NA,,,,,,https://www.loopnet.com/Listing/1725-A-Ave-Douglas-AZ/30889450/,,NA,,NA,NA,NA,-109.5444197,31.3523048
61-Main-St-Bisbee-AZ29589692,,,,,NA,NA,,,,,,https://www.loopnet.com/Listing/61-Main-St-Bisbee-AZ/29589692/,,NA,,NA,NA,NA,-109.9170063,31.441612
2934-N-Scottsdale-Rd-Scottsdale-AZ27557767,C,"25,581 SF",Exterior,0.78 AC,25,1,"5.65/1,000 SF","$13,100,030 ","$524,001 ",Hotel,Hospitality,https://www.loopnet.com/Listing/2934-N-Scottsdale-Rd-Scottsdale-AZ/27557767/,Investment,NA,1963/1994,25581,13100030,512.1,-111.9270056,33.481686
1650-N-Oracle-Rd-Tucson-AZ28082154,C,"3,383 SF",Exterior,0.56 AC,18,1,"7.09/1,000 SF","$1,150,000 ","$63,889 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1650-N-Oracle-Rd-Tucson-AZ/28082154/,Investment,1946,,3383,1150000,339.93,-110.9774114,32.2423768
884-N-Grand-Ave-Nogales-AZ27833465,C,"58,119 SF",Exterior,3.67 AC,98,2,"1.72/1,000 SF","$7,500,000 ","$76,531 ",Hotel,Hospitality,https://www.loopnet.com/Listing/884-N-Grand-Ave-Nogales-AZ/27833465/,Investment,1958,,58119,7500000,129.05,-110.9274711,31.3480871
596-W-White-Mountain-Blvd-Lakeside-AZ29465529,,,,,NA,NA,,,,,,https://www.loopnet.com/Listing/596-W-White-Mountain-Blvd-Lakeside-AZ/29465529/,,NA,,NA,NA,NA,-109.9619907,34.1478711
2510-W-Greenway-Rd-Phoenix-AZ28999572,B,"82,581 SF",Exterior,5.17 AC,146,2,"5.13/1,000 SF","$16,500,000 ","$113,014 ",Hotel,Hospitality,https://www.loopnet.com/Listing/2510-W-Greenway-Rd-Phoenix-AZ/28999572/,Investment,NA,1975/2012,82581,16500000,199.8,-112.1154032,33.6257844
11-Howell-Ave-Bisbee-AZ31073517,B,"28,715 SF",Exterior,0.38 AC,48,4,,"$12,500,000 ","$260,417 ",Hotel,Hospitality,https://www.loopnet.com/Listing/11-Howell-Ave-Bisbee-AZ/31073517/,Investment,NA,1902/2005,28715,12500000,435.31,-109.9144711,31.4424276
1720-S-Priest-Dr-Tempe-AZ31050997,C,"33,174 SF",Exterior,2.25 AC,131,3,"5.43/1,000 SF","$13,000,000 ","$99,237 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1720-S-Priest-Dr-Tempe-AZ/31050997/,Investment,1977,,33174,1.30E+07,391.87,-111.9615179,33.4092787
9440-N-State-Route-89A-Sedona-AZ28767994,B,"12,998 SF",Exterior,26.78 AC,20,1,"5/1,000 SF","$14,950,000 ","$747,500 ",Hotel,Hospitality,https://www.loopnet.com/Listing/9440-N-State-Route-89A-Sedona-AZ/28767994/,Investment,NA,1945/2023,12998,14950000,1150.18,-111.7473824,34.9786903
1075-E-White-Mountain-Blvd-Pinetop-AZ30425291,B,"9,222 SF",Exterior,3.42 AC,17,1,"3.25/1,000 SF","$1,500,000 ","$88,235 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1075-E-White-Mountain-Blvd-Pinetop-AZ/30425291/,Investment,1948,,9222,1500000,162.65,-109.9420567,34.1258841
1750-E-Main-St-Mesa-AZ30132526,C,"23,918 SF",Exterior,1.39 AC,64,2,"2.8/1,000 SF","$6,900,000 ","$107,813 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1750-E-Main-St-Mesa-AZ/30132526/,Investment,NA,1986/2019,23918,6900000,288.49,-111.7929998,33.4157854
2725-N-Black-Canyon-Hwy-Phoenix-AZ29350306,C,"68,968 SF",Exterior,3.10 AC,138,2,"1.14/1,000 SF","$9,800,000 ","$71,014 ",Hotel,Hospitality,https://www.loopnet.com/Listing/2725-N-Black-Canyon-Hwy-Phoenix-AZ/29350306/,Investment,NA,1973/2002,68968,9800000,142.09,-112.1120204,33.479406
7635-Riverside-Ave-Holbrook-AZ30030041,F,"5,059 SF",Exterior,1.06 AC,14,1,"3.95/1,000 SF","$450,000 ","$32,143 ",Serviced Apartment,Hospitality,https://www.loopnet.com/Listing/7635-Riverside-Ave-Holbrook-AZ/30030041/,Investment,1964,,5059,450000,88.95,-110.0551789,34.9797081
7350-E-Gold-Dust-Ave-Scottsdale-AZ30868246,B,"63,804 SF",Interior,2.55 AC,122,3,"1.9/1,000 SF",,,Hotel,Hospitality,https://www.loopnet.com/Listing/7350-E-Gold-Dust-Ave-Scottsdale-AZ/30868246/,Investment,NA,1995/2019,63804,NA,NA,-111.9232316,33.5791122
3001-E-Frontage-Rd-Amado-AZ28421940,C,"8,896 SF",Interior,6.51 AC,9,2,"1.46/1,000 SF","$1,950,000 ","$216,667 ",Bed and Breakfast,Hospitality,https://www.loopnet.com/Listing/3001-E-Frontage-Rd-Amado-AZ/28421940/,Investment,1996,,8896,1950000,219.2,-111.0567058,31.7238459
5710-Pritchard-Dr-North-Little-Rock-AR29860957,B,"50,000 SF",Interior,2.70 AC,48,2,"0.8/1,000 SF","$3,500,000 ","$72,917 ",Hotel,Hospitality,https://www.loopnet.com/Listing/5710-Pritchard-Dr-North-Little-Rock-AR/29860957/,Investment,2000,,50000,3500000,70,-92.2051806,34.7770875
912-S-Highway-65-82-Lake-Village-AR29930134,C,"28,309 SF",Interior,1.57 AC,56,2,"3.07/1,000 SF","$3,000,000 ","$53,571 ",Hotel,Hospitality,https://www.loopnet.com/Listing/912-S-Highway-65-82-Lake-Village-AR/29930134/,Investment,NA,1997/2009,28309,3.00E+06,105.97,-91.2821187,33.3025202
211-SE-Walton-Blvd-Bentonville-AR29860923,B,"113,504 SF",Interior,5.94 AC,72,3,"1.29/1,000 SF","$9,997,000 ","$138,847 ",Hotel,Hospitality,https://www.loopnet.com/Listing/211-SE-Walton-Blvd-Bentonville-AR/29860923/,Investment,NA,1998/2019,113504,9997000,88.08,-94.2081899,36.3363629
1504-Highway-367-N-Newport-AR30950380,C,"11,242 SF",Exterior,2.00 AC,25,1,"6.25/1,000 SF","$325,000 ","$13,000 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1504-Highway-367-N-Newport-AR/30950380/,Investment,NA,1965/2010,11242,325000,28.91,-91.251615,35.6201195
10524-W-Markham-St-Little-Rock-AR30834738,C,"57,393 SF",Exterior,1.81 AC,103,3,"1.05/1,000 SF","$7,250,000 ","$70,388 ",Hotel,Hospitality,https://www.loopnet.com/Listing/10524-W-Markham-St-Little-Rock-AR/30834738/,Investment,1984,,57393,7250000,126.32,-92.3903845,34.7551113
1611-Central-Ave-Hot-Springs-AR30577422,C,"5,052 SF",Exterior,0.27 AC,13,1,"3.76/1,000 SF",,,Hotel,Hospitality,https://www.loopnet.com/Listing/1611-Central-Ave-Hot-Springs-AR/30577422/,Investment,NA,1950/2024,5052,NA,NA,-93.0569439,34.4965288
294-Highway-79-Marianna-AR29868430,C,"6,062 SF",Exterior,1.00 AC,17,1,"5.44/1,000 SF","$250,000 ","$14,706 ",Hotel,Hospitality,https://www.loopnet.com/Listing/294-Highway-79-Marianna-AR/29868430/,Investment,1970,,6062,250000,41.24,-90.7704585,34.7818578
3134-E-Van-Buren-Eureka-Springs-AR29812917,B,"9,607 SF",Exterior,135.85 AC,9,10,,"$5,000,000 ","$555,556 ",Hotel,Hospitality,https://www.loopnet.com/Listing/3134-E-Van-Buren-Eureka-Springs-AR/29812917/,Investment,1990,,9607,5.00E+06,520.45,-93.7177412,36.3882529
304-East-Court-Street-Jasper-AR29403848,C,"12,000 SF",Interior,,30,1,"2.33/1,000 SF","$2,350,000 ","$78,333 ",Hotel,Hospitality,https://www.loopnet.com/Listing/304-East-Court-Street-Jasper-AR/29403848/,Investment,1950,,12000,2350000,195.83,-75.124445,40.316603
2301-Towson-Ave-Fort-Smith-AR29962375,,,,,NA,NA,,,,,,https://www.loopnet.com/Listing/2301-Towson-Ave-Fort-Smith-AR/29962375/,,NA,,NA,NA,NA,-94.421399,35.3615641
4610-W-Walnut-St-Rogers-AR30647324,B,"62,490 SF",Interior,2.52 AC,103,5,"1.62/1,000 SF",,,Hotel,Hospitality,https://www.loopnet.com/Listing/4610-W-Walnut-St-Rogers-AR/30647324/,Investment,NA,2002/2016,62490,NA,NA,-94.1821761,36.3338087
315-Huntington-Ave-Jonesboro-AR30807295,B,"23,484 SF",Interior,1.00 AC,25,2,"1.28/1,000 SF","$4,755,000 ","$190,200 ",Hotel,Hospitality,https://www.loopnet.com/Listing/315-Huntington-Ave-Jonesboro-AR/30807295/,Investment,2020,,23484,4755000,202.48,-90.7075964,35.8401088
2360-Sanders-St-Conway-AR30706757,B,"35,922 SF",Interior,1.30 AC,65,3,"2/1,000 SF","$4,400,000 ","$67,692 ",Hotel,Hospitality,https://www.loopnet.com/Listing/2360-Sanders-St-Conway-AR/30706757/,Investment,2006,,35922,4400000,122.49,-92.4341902,35.1094576
160-Spring-St-Eureka-Springs-AR25699654,B,"7,157 SF",Interior,0.10 AC,8,2,,"$895,000 ","$111,875 ",Hostel,Hospitality,https://www.loopnet.com/Listing/160-Spring-St-Eureka-Springs-AR/25699654/,Investment,1900,,7157,895000,125.05,-93.7367055,36.4062584
205-Pinehurst-Pt-Bull-Shoals-AR30722948,B,"5,439 SF",Exterior,1.88 AC,13,2,"4.6/1,000 SF","$625,000 ","$48,077 ",Hotel,Hospitality,https://www.loopnet.com/Listing/205-Pinehurst-Pt-Bull-Shoals-AR/30722948/,Investment,NA,1953/2002,5439,625000,114.91,-92.5957706,36.3876871
158-Spring-St-Eureka-Springs-AR25699631,B,"2,120 SF",Interior,0.18 AC,5,2,,"$650,000 ","$130,000 ",Bed and Breakfast,Hospitality,https://www.loopnet.com/Listing/158-Spring-St-Eureka-Springs-AR/25699631/,Investment,NA,1920/2000,2120,650000,306.6,-93.7365981,36.4060901
2120-S-Louisiana-St-Little-Rock-AR31074787,C,"5,420 SF",Interior,0.36 AC,9,2,"1.85/1,000 SF","$1,999,000 ","$222,111 ",Hotel,Hospitality,https://www.loopnet.com/Listing/2120-S-Louisiana-St-Little-Rock-AR/31074787/,Investment,1888,,5420,1999000,368.82,-92.2752482,34.7280005
4020-Midland-Blvd-Fort-Smith-AR26938985,C,"30,000 SF",Exterior,1.14 AC,37,1,,"$1,200,000 ","$32,432 ",Hotel,Hospitality,https://www.loopnet.com/Listing/4020-Midland-Blvd-Fort-Smith-AR/26938985/,Investment,1979,,30000,1200000,40,-94.3814077,35.4179558
2000-Holiday-Dr-Hope-AR27417490,C,"44,643 SF",Exterior,6.77 AC,100,2,,"$2,850,000 ","$28,500 ",Hotel,Hospitality,https://www.loopnet.com/Listing/2000-Holiday-Dr-Hope-AR/27417490/,Investment,NA,1974/2017,44643,2850000,63.84,-93.6097106,33.6847908
3900-N-Nevada-Ave-Colorado-Springs-CO30822046,C,"11,336 SF",Exterior,1.05 AC,20,1,"3.35/1,000 SF","$2,000,000 ","$100,000 ",Hotel,Hospitality,https://www.loopnet.com/Listing/3900-N-Nevada-Ave-Colorado-Springs-CO/30822046/,Investment,NA,1949/2022,11336,2.00E+06,176.43,-104.8196009,38.8891589
233-Grand-Valley-Way-Parachute-CO30692637,B,"41,117 SF",Interior,1.53 AC,73,4,"1.7/1,000 SF","$6,000,000 ","$82,192 ",Hotel,Hospitality,https://www.loopnet.com/Listing/233-Grand-Valley-Way-Parachute-CO/30692637/,Investment,2009,,41117,6.00E+06,145.93,-108.0445373,39.4512999
1612-Wazee-St-Denver-CO29571537,,,,,NA,NA,,,,,,https://www.loopnet.com/Listing/1612-Wazee-St-Denver-CO/29571537/,,NA,,NA,NA,NA,-104.9995167,39.7512634
1417-E-Main-St-Montrose-CO29157386,C,"27,309 SF",Exterior,1.88 AC,70,2,"3.3/1,000 SF","$4,900,000 ","$70,000 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1417-E-Main-St-Montrose-CO/29157386/,Investment,1970,,27309,4900000,179.43,-107.8662776,38.4876579
405-Lions-Gate-Dr-Winter-Park-CO30770657,B,"8,500 SF",Interior,0.32 AC,10,3,"1.41/1,000 SF","$4,533,375 ","$453,338 ",Hotel,Hospitality,https://www.loopnet.com/Listing/405-Lions-Gate-Dr-Winter-Park-CO/30770657/,Investment,NA,1995/2022,8500,4533375,533.34,-105.7881664,39.9232311
545-W-Rainbow-Blvd-Salida-CO28959791,C,"15,548 SF",Exterior,1.25 AC,39,2,,"$4,695,000 ","$120,385 ",Hotel,Hospitality,https://www.loopnet.com/Listing/545-W-Rainbow-Blvd-Salida-CO/28959791/,Investment,1960,,15548,4695000,301.97,-106.011133,38.523725
715-Kipling-St-Lakewood-CO30170465,,,,,NA,NA,,,,,,https://www.loopnet.com/Listing/715-Kipling-St-Lakewood-CO/30170465/,,NA,,NA,NA,NA,-105.1107295,39.7283095
2222-Rose-Ave-Burlington-CO30821912,,,,,NA,NA,,,,,,https://www.loopnet.com/Listing/2222-Rose-Ave-Burlington-CO/30821912/,,NA,,NA,NA,NA,-102.2693563,39.3061082
514-Main-St-Limon-CO29456003,C,"10,562 SF",Exterior,0.95 AC,29,1,"2.94/1,000 SF","$1,200,000 ","$41,379 ",Hotel,Hospitality,https://www.loopnet.com/Listing/514-Main-St-Limon-CO/29456003/,Investment,1998,,10562,1200000,113.61,-103.6921737,39.2638762
530-S-Grand-Mesa-Dr-Cedaredge-CO30418248,C,"15,767 SF",Interior,1.05 AC,30,2,,"$1,600,000 ","$53,333 ",Hotel,Hospitality,https://www.loopnet.com/Listing/530-S-Grand-Mesa-Dr-Cedaredge-CO/30418248/,Investment,1996,,15767,1600000,101.48,-107.9266578,38.8957072
1901-Rose-Ave-Burlington-CO29325566,C,"7,329 SF",Exterior,1.72 AC,29,2,"3.55/1,000 SF","$825,000 ","$28,448 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1901-Rose-Ave-Burlington-CO/29325566/,Investment,NA,1960/2016,7329,825000,112.57,-102.2693563,39.3061082
27680-US-Highway-160-South-Fork-CO29602799,C,"15,950 SF",Exterior,17.50 AC,29,2,"3.76/1,000 SF","$2,950,000 ","$101,724 ",Hotel,Hospitality,https://www.loopnet.com/Listing/27680-US-Highway-160-South-Fork-CO/29602799/,Investment,1950,,15950,2950000,184.95,-106.5934665,37.6766367
1208-N-Colorado-Ave-Brush-CO30824584,C,"20,456 SF",Exterior,1.97 AC,44,2,"2.49/1,000 SF",,,Hotel,Hospitality,https://www.loopnet.com/Listing/1208-N-Colorado-Ave-Brush-CO/30824584/,Investment,NA,1967/2022,20456,NA,NA,-103.6228415,40.2720507
10950-E-Colfax-Ave-Aurora-CO28556117,C,"8,995 SF",Exterior,0.52 AC,32,1,"2.36/1,000 SF","$3,100,000 ","$96,875 ",Hotel,Hospitality,https://www.loopnet.com/Listing/10950-E-Colfax-Ave-Aurora-CO/28556117/,Investment,1950,,8995,3100000,344.64,-104.8605346,39.7398269
841-Riverside-Dr-Estes-Park-CO31006099,,,,,NA,NA,,,,,,https://www.loopnet.com/Listing/841-Riverside-Dr-Estes-Park-CO/31006099/,,NA,,NA,NA,NA,-105.5383241,40.3607149
1122-Lincoln-Ave-Steamboat-Springs-CO28530600,C,"19,600 SF",Exterior,1.09 AC,33,2,"2.55/1,000 SF","$5,900,000 ","$178,788 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1122-Lincoln-Ave-Steamboat-Springs-CO/28530600/,Investment,1951,,19600,5900000,301.02,-106.8256338,40.4691604
123-N-Main-St-Creede-CO28714057,,,,,NA,NA,,,,,,https://www.loopnet.com/Listing/123-N-Main-St-Creede-CO/28714057/,,NA,,NA,NA,NA,-106.9272413,37.8535163
1340-Big-Thompson-Ave-Estes-Park-CO30350196,C,"19,015 SF",Exterior,2.21 AC,49,1,"3.73/1,000 SF","$7,500,000 ","$153,061 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1340-Big-Thompson-Ave-Estes-Park-CO/30350196/,Investment,NA,1954/2013,19015,7500000,394.43,-105.4998386,40.382777
345-W-120th-Ave-Westminster-CO31002597,B,"55,587 SF",Interior,2.82 AC,131,3,"1.89/1,000 SF","$10,500,000 ","$80,153 ",Hotel,Hospitality,https://www.loopnet.com/Listing/345-W-120th-Ave-Westminster-CO/31002597/,Investment,NA,1986/2023,55587,10500000,188.89,-104.9907754,39.9150164
419-Garfield-St-Grand-Lake-CO29992299,B,"6,592 SF",Exterior,0.34 AC,16,2,"1.21/1,000 SF","$2,950,000 ","$184,375 ",Hotel,Hospitality,https://www.loopnet.com/Listing/419-Garfield-St-Grand-Lake-CO/29992299/,Investment,1965,,6592,2950000,447.51,-105.8202464,40.2512326
1623-S-Nevada-Ave-Colorado-Springs-CO29158127,C,"18,681 SF",Exterior,1.40 AC,52,2,"2.09/1,000 SF","$3,950,000 ","$75,962 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1623-S-Nevada-Ave-Colorado-Springs-CO/29158127/,Investment,NA,1957/2018,18681,3950000,211.44,-104.8210432,38.8108083
4385-Sinton-Rd-Colorado-Springs-CO31002517,B,"42,486 SF",Exterior,1.87 AC,105,3,"2.49/1,000 SF","$6,000,000 ","$57,143 ",Hotel,Hospitality,https://www.loopnet.com/Listing/4385-Sinton-Rd-Colorado-Springs-CO/31002517/,Investment,NA,1985/2012,42486,6.00E+06,141.22,-104.8288632,38.8954779
4001-N-Elizabeth-St-Pueblo-CO29939757,C,"50,000 SF",Interior,5.40 AC,115,2,"1.54/1,000 SF","$8,300,000 ","$72,174 ",Hotel,Hospitality,https://www.loopnet.com/Listing/4001-N-Elizabeth-St-Pueblo-CO/29939757/,Investment,NA,1973/2007,50000,8300000,166,-104.6160636,38.3096578
7200-George-T-Edwards-Dr-Melbourne-FL30702651,A,"47,283 SF",Interior,2.76 AC,106,4,"2.31/1,000 SF","$9,000,000 ","$84,906 ",Hotel,Hospitality,https://www.loopnet.com/Listing/7200-George-T-Edwards-Dr-Melbourne-FL/30702651/,Investment,NA,1995/2016,47283,9.00E+06,190.34,-80.7213984,28.2316523
17103-Gulf-Blvd-Redington-Beach-FL30725505,,,,,NA,NA,,,,,,https://www.loopnet.com/Listing/17103-Gulf-Blvd-Redington-Beach-FL/30725505/,,NA,,NA,NA,NA,-82.8246148,27.8205231
8800-US-Highway-1-Micco-FL31101873,,,,,NA,NA,,,,,,https://www.loopnet.com/Listing/8800-US-Highway-1-Micco-FL/31101873/,,NA,,NA,NA,NA,-80.494956,27.86723
